AQI,÷ ¡øµ»º∂,PM10,O3,SO2,PM2.5,NO2,CO,date
70.0,¡º,78.0,20.0,9.0,51,45.0,1.5,2016/11/19
93.0,¡º,93.0,42.0,10.0,69,44.0,1.6,2016/11/20
56.0,¡º,61.0,9.0,8.0,39,43.0,1.9,2016/11/21
29.0,”≈,12.0,39.0,6.0,9,23.0,0.8,2016/11/22
28.0,”≈,21.0,45.0,6.0,19,21.0,0.6,2016/11/23
64.0,¡º,70.0,38.0,13.0,46,46.0,1.2,2016/11/24
70.0,¡º,66.0,24.0,11.0,40,56.0,0.8,2016/11/25
77.0,¡º,78.0,48.0,12.0,56,50.0,0.7,2016/11/26
108.0,«·∂»Œ€»æ,152.0,47.0,15.0,81,92.0,1.7,2016/11/27
104.0,«·∂»Œ€»æ,153.0,60.0,14.0,78,79.0,1.4,2016/11/28
129.0,«·∂»Œ€»æ,156.0,29.0,14.0,98,66.0,1.3,2016/11/29
132.0,«·∂»Œ€»æ,135.0,55.0,12.0,100,56.0,1.1,2016/11/30
162.0,÷–∂»Œ€»æ,178.0,25.0,15.0,123,91.0,1.7,2016/12/1
132.0,«·∂»Œ€»æ,166.0,59.0,15.0,100,90.0,1.7,2016/12/2
156.0,÷–∂»Œ€»æ,184.0,46.0,19.0,119,90.0,1.4,2016/12/3
134.0,«·∂»Œ€»æ,125.0,58.0,13.0,102,57.0,1.2,2016/12/4
129.0,«·∂»Œ€»æ,152.0,78.0,19.0,98,62.0,1.5,2016/12/5
110.0,«·∂»Œ€»æ,125.0,64.0,17.0,83,66.0,1.4,2016/12/6
165.0,÷–∂»Œ€»æ,178.0,41.0,16.0,125,112.0,1.6,2016/12/7
186.0,÷–∂»Œ€»æ,191.0,72.0,16.0,140,114.0,1.7,2016/12/8
173.0,÷–∂»Œ€»æ,175.0,87.0,22.0,131,77.0,1.7,2016/12/9
93.0,¡º,86.0,52.0,11.0,69,44.0,1.0,2016/12/10
105.0,«·∂»Œ€»æ,102.0,34.0,13.0,79,61.0,1.2,2016/12/11
132.0,«·∂»Œ€»æ,110.0,9.0,10.0,100,56.0,1.2,2016/12/12
155.0,÷–∂»Œ€»æ,132.0,20.0,8.0,118,40.0,1.3,2016/12/13
79.0,¡º,50.0,43.0,8.0,58,32.0,1.0,2016/12/14
113.0,«·∂»Œ€»æ,115.0,54.0,14.0,85,64.0,1.2,2016/12/15
143.0,«·∂»Œ€»æ,130.0,76.0,17.0,109,73.0,1.3,2016/12/16
109.0,«·∂»Œ€»æ,114.0,42.0,25.0,82,78.0,1.4,2016/12/17
103.0,«·∂»Œ€»æ,123.0,50.0,24.0,77,83.0,1.3,2016/12/18
120.0,«·∂»Œ€»æ,121.0,14.0,15.0,91,80.0,1.3,2016/12/19
179.0,÷–∂»Œ€»æ,119.0,11.0,7.0,135,49.0,1.5,2016/12/20
72.0,¡º,62.0,36.0,6.0,52,48.0,1.9,2016/12/21
94.0,¡º,116.0,62.0,10.0,70,69.0,1.7,2016/12/22
110.0,«·∂»Œ€»æ,122.0,27.0,12.0,83,75.0,1.7,2016/12/23
94.0,¡º,88.0,19.0,10.0,70,55.0,1.3,2016/12/24
73.0,¡º,64.0,8.0,6.0,53,40.0,1.1,2016/12/25
62.0,¡º,56.0,16.0,8.0,44,39.0,1.1,2016/12/26
97.0,¡º,91.0,57.0,15.0,72,44.0,1.3,2016/12/27
113.0,«·∂»Œ€»æ,116.0,41.0,19.0,85,63.0,1.4,2016/12/28
133.0,«·∂»Œ€»æ,114.0,52.0,14.0,101,55.0,1.3,2016/12/29
142.0,«·∂»Œ€»æ,144.0,38.0,17.0,108,69.0,1.5,2016/12/30
149.0,«·∂»Œ€»æ,168.0,32.0,23.0,114,96.0,2.0,2016/12/31
147.0,«·∂»Œ€»æ,173.0,38.0,25.0,112,95.0,1.9,2017/1/1
168.0,÷–∂»Œ€»æ,159.0,53.0,16.0,127,77.0,1.4,2017/1/2
211.0,÷ÿ∂»Œ€»æ,201.0,35.0,19.0,161,100.0,1.9,2017/1/3
232.0,÷ÿ∂»Œ€»æ,200.0,12.0,13.0,189,88.0,2.2,2017/1/4
53.0,¡º,21.0,27.0,5.0,28,41.0,1.7,2017/1/5
45.0,”≈,14.0,38.0,5.0,17,36.0,0.9,2017/1/6
46.0,”≈,31.0,24.0,5.0,29,37.0,1.0,2017/1/7
85.0,¡º,76.0,51.0,11.0,64,47.0,1.4,2017/1/8
140.0,«·∂»Œ€»æ,118.0,56.0,18.0,109,60.0,1.8,2017/1/9
119.0,«·∂»Œ€»æ,88.0,60.0,11.0,91,44.0,1.4,2017/1/10
149.0,«·∂»Œ€»æ,106.0,31.0,11.0,115,50.0,1.6,2017/1/11
127.0,«·∂»Œ€»æ,88.0,49.0,10.0,97,52.0,1.4,2017/1/12
112.0,«·∂»Œ€»æ,114.0,27.0,10.0,86,80.0,1.6,2017/1/13
93.0,¡º,99.0,53.0,21.0,70,58.0,1.3,2017/1/14
66.0,¡º,78.0,41.0,14.0,49,53.0,1.0,2017/1/15
95.0,¡º,95.0,58.0,15.0,70,59.0,1.2,2017/1/16
92.0,¡º,97.0,44.0,12.0,70,63.0,1.1,2017/1/17
123.0,«·∂»Œ€»æ,101.0,22.0,11.0,95,51.0,1.1,2017/1/18
145.0,«·∂»Œ€»æ,125.0,84.0,12.0,113,35.0,1.1,2017/1/19
82.0,¡º,112.0,72.0,16.0,51,40.0,0.8,2017/1/20
86.0,¡º,126.0,69.0,17.0,64,68.0,1.2,2017/1/21
134.0,«·∂»Œ€»æ,158.0,63.0,18.0,102,83.0,1.6,2017/1/22
116.0,«·∂»Œ€»æ,124.0,76.0,22.0,87,70.0,1.4,2017/1/23
87.0,¡º,91.0,78.0,20.0,66,54.0,1.3,2017/1/24
106.0,«·∂»Œ€»æ,90.0,77.0,11.0,80,48.0,1.2,2017/1/25
87.0,¡º,77.0,90.0,11.0,65,49.0,1.2,2017/1/26
164.0,÷–∂»Œ€»æ,0.0,69.0,16.0,0,36.0,1.4,2017/1/27
197.0,÷–∂»Œ€»æ,192.0,60.0,22.0,149,39.0,1.7,2017/1/28
151.0,÷–∂»Œ€»æ,128.0,54.0,11.0,117,18.0,1.4,2017/1/29
142.0,«·∂»Œ€»æ,120.0,71.0,13.0,108,20.0,1.6,2017/1/30
91.0,¡º,74.0,51.0,10.0,68,24.0,1.3,2017/1/31
81.0,¡º,48.0,42.0,5.0,59,18.0,1.1,2017/2/1
88.0,¡º,56.0,45.0,5.0,67,28.0,1.2,2017/2/2
83.0,¡º,50.0,25.0,5.0,62,33.0,1.4,2017/2/3
61.0,¡º,39.0,27.0,7.0,44,28.0,1.3,2017/2/4
82.0,¡º,69.0,34.0,8.0,62,38.0,1.6,2017/2/5
109.0,«·∂»Œ€»æ,95.0,42.0,10.0,83,45.0,1.7,2017/2/6
72.0,¡º,51.0,54.0,8.0,52,29.0,1.1,2017/2/7
65.0,¡º,43.0,70.0,5.0,49,20.0,0.9,2017/2/8
111.0,«·∂»Œ€»æ,85.0,82.0,11.0,84,42.0,1.3,2017/2/9
83.0,¡º,76.0,90.0,17.0,61,53.0,1.1,2017/2/10
75.0,¡º,76.0,81.0,23.0,50,61.0,1.2,2017/2/11
97.0,¡º,103.0,103.0,16.0,73,80.0,1.3,2017/2/12
105.0,«·∂»Œ€»æ,111.0,87.0,28.0,70,92.0,1.5,2017/2/13
98.0,¡º,101.0,94.0,20.0,55,82.0,1.2,2017/2/14
111.0,«·∂»Œ€»æ,147.0,89.0,24.0,81,103.0,1.6,2017/2/15
119.0,«·∂»Œ€»æ,148.0,124.0,20.0,92,83.0,1.4,2017/2/16
219.0,÷ÿ∂»Œ€»æ,211.0,45.0,13.0,165,53.0,1.7,2017/2/17
133.0,«·∂»Œ€»æ,137.0,33.0,15.0,105,66.0,1.5,2017/2/18
178.0,÷–∂»Œ€»æ,167.0,64.0,14.0,134,69.0,1.6,2017/2/19
138.0,«·∂»Œ€»æ,143.0,49.0,12.0,103,46.0,1.5,2017/2/20
54.0,¡º,42.0,34.0,7.0,24,32.0,1.0,2017/2/21
86.0,¡º,58.0,52.0,8.0,62,34.0,1.1,2017/2/22
83.0,¡º,71.0,63.0,15.0,62,54.0,1.2,2017/2/23
85.0,¡º,85.0,82.0,14.0,59,70.0,1.1,2017/2/24
88.0,¡º,96.0,103.0,16.0,64,73.0,1.0,2017/2/25
103.0,«·∂»Œ€»æ,123.0,102.0,15.0,72,89.0,1.2,2017/2/26
105.0,«·∂»Œ€»æ,140.0,107.0,28.0,75,93.0,1.4,2017/2/27
102.0,«·∂»Œ€»æ,127.0,106.0,27.0,75,86.0,1.3,2017/2/28
89.0,¡º,125.0,96.0,12.0,52,53.0,0.9,2017/3/1
81.0,¡º,112.0,84.0,17.0,31,57.0,0.9,2017/3/2
85.0,¡º,113.0,87.0,28.0,46,71.0,1.1,2017/3/3
102.0,«·∂»Œ€»æ,124.0,25.0,18.0,75,84.0,1.4,2017/3/4
80.0,¡º,78.0,49.0,9.0,61,52.0,1.1,2017/3/5
272.0,÷ÿ∂»Œ€»æ,244.0,82.0,14.0,223,72.0,2.0,2017/3/6
192.0,÷–∂»Œ€»æ,163.0,118.0,16.0,143,74.0,1.6,2017/3/7
113.0,«·∂»Œ€»æ,128.0,116.0,20.0,86,76.0,1.2,2017/3/8
109.0,«·∂»Œ€»æ,146.0,121.0,29.0,82,88.0,1.4,2017/3/9
78.0,¡º,83.0,86.0,15.0,59,56.0,1.1,2017/3/10
104.0,«·∂»Œ€»æ,122.0,42.0,15.0,78,81.0,1.4,2017/3/11
81.0,¡º,69.0,95.0,8.0,58,53.0,1.2,2017/3/12
43.0,”≈,23.0,86.0,5.0,27,24.0,0.9,2017/3/13
58.0,¡º,66.0,89.0,12.0,32,44.0,1.1,2017/3/14
72.0,¡º,71.0,51.0,14.0,47,58.0,1.0,2017/3/15
91.0,¡º,87.0,78.0,12.0,69,67.0,1.2,2017/3/16
101.0,«·∂»Œ€»æ,80.0,43.0,10.0,74,82.0,1.2,2017/3/17
119.0,«·∂»Œ€»æ,88.0,49.0,8.0,91,62.0,1.2,2017/3/18
103.0,«·∂»Œ€»æ,69.0,25.0,8.0,77,61.0,1.3,2017/3/19
60.0,¡º,40.0,73.0,5.0,43,33.0,0.9,2017/3/20
72.0,¡º,58.0,60.0,8.0,51,52.0,1.0,2017/3/21
67.0,¡º,40.0,58.0,5.0,35,55.0,1.0,2017/3/22
62.0,¡º,46.0,45.0,7.0,44,44.0,1.2,2017/3/23
50.0,”≈,38.0,45.0,5.0,36,39.0,0.8,2017/3/24
69.0,¡º,90.0,81.0,10.0,43,54.0,0.9,2017/3/25
99.0,¡º,152.0,104.0,12.0,37,68.0,1.0,2017/3/26
98.0,¡º,148.0,123.0,13.0,44,66.0,1.0,2017/3/27
86.0,¡º,124.0,92.0,16.0,48,51.0,0.9,2017/3/28
98.0,¡º,131.0,93.0,14.0,74,43.0,1.2,2017/3/29
85.0,¡º,72.0,73.0,8.0,62,36.0,1.3,2017/3/30
60.0,¡º,55.0,113.0,8.0,41,33.0,0.8,2017/3/31
90.0,¡º,99.0,125.0,10.0,67,64.0,1.1,2017/4/1
89.0,¡º,95.0,147.0,14.0,51,66.0,1.0,2017/4/2
88.0,¡º,125.0,86.0,32.0,58,68.0,1.3,2017/4/3
92.0,¡º,114.0,44.0,21.0,61,74.0,1.3,2017/4/4
102.0,«·∂»Œ€»æ,91.0,26.0,7.0,76,58.0,1.5,2017/4/5
50.0,”≈,48.0,44.0,6.0,36,39.0,1.2,2017/4/6
65.0,¡º,76.0,80.0,7.0,47,51.0,1.5,2017/4/7
62.0,¡º,64.0,91.0,9.0,40,42.0,1.7,2017/4/8
450.0,—œ÷ÿŒ€»æ,10.0,90.0,5.0,9,20.0,1.0,2017/4/9
36.0,”≈,16.0,72.0,5.0,12,24.0,0.7,2017/4/10
57.0,¡º,55.0,97.0,7.0,41,39.0,1.1,2017/4/11
81.0,¡º,90.0,106.0,8.0,49,68.0,1.3,2017/4/12
90.0,¡º,101.0,132.0,9.0,52,74.0,1.3,2017/4/13
76.0,¡º,106.0,129.0,10.0,45,61.0,1.1,2017/4/14
88.0,¡º,127.0,129.0,15.0,54,62.0,1.4,2017/4/15
83.0,¡º,104.0,47.0,8.0,55,53.0,1.4,2017/4/16
56.0,¡º,61.0,85.0,7.0,19,25.0,0.7,2017/4/17
90.0,¡º,137.0,93.0,10.0,35,51.0,1.0,2017/4/18
101.0,«·∂»Œ€»æ,150.0,57.0,10.0,52,62.0,1.2,2017/4/19
68.0,¡º,86.0,64.0,7.0,29,36.0,0.8,2017/4/20
80.0,¡º,111.0,42.0,9.0,32,49.0,0.9,2017/4/21
85.0,¡º,121.0,125.0,11.0,35,61.0,0.8,2017/4/22
87.0,¡º,127.0,142.0,10.0,42,71.0,0.9,2017/4/23
89.0,¡º,129.0,147.0,17.0,49,62.0,1.0,2017/4/24
78.0,¡º,99.0,89.0,10.0,52,54.0,1.1,2017/4/25
76.0,¡º,85.0,111.0,7.0,55,26.0,1.1,2017/4/26
95.0,¡º,77.0,155.0,11.0,32,46.0,0.8,2017/4/27
106.0,«·∂»Œ€»æ,97.0,167.0,11.0,41,70.0,0.8,2017/4/28
91.0,¡º,99.0,150.0,12.0,37,67.0,0.8,2017/4/29
105.0,«·∂»Œ€»æ,119.0,166.0,14.0,47,62.0,0.9,2017/4/30
80.0,¡º,105.0,53.0,10.0,59,62.0,1.2,2017/5/1
81.0,¡º,77.0,138.0,9.0,44,44.0,1.0,2017/5/2
50.0,”≈,45.0,67.0,7.0,27,27.0,1.0,2017/5/3
49.0,”≈,33.0,99.0,6.0,17,27.0,0.8,2017/5/4
85.0,¡º,129.0,130.0,8.0,37,42.0,0.9,2017/5/5
500.0,—œ÷ÿŒ€»æ,0.0,81.0,14.0,0,48.0,1.0,2017/5/6
166.0,÷–∂»Œ€»æ,0.0,21.0,8.0,0,65.0,1.3,2017/5/7
59.0,¡º,55.0,99.0,5.0,29,34.0,0.7,2017/5/8
63.0,¡º,80.0,110.0,6.0,31,52.0,0.9,2017/5/9
88.0,¡º,121.0,146.0,8.0,44,70.0,1.1,2017/5/10
90.0,¡º,122.0,75.0,8.0,58,64.0,1.4,2017/5/11
79.0,¡º,54.0,135.0,5.0,21,36.0,0.7,2017/5/12
91.0,¡º,96.0,150.0,7.0,31,59.0,0.9,2017/5/13
113.0,«·∂»Œ€»æ,163.0,175.0,10.0,60,59.0,1.3,2017/5/14
69.0,¡º,87.0,105.0,6.0,42,37.0,0.9,2017/5/15
75.0,¡º,88.0,131.0,6.0,41,36.0,0.9,2017/5/16
123.0,«·∂»Œ€»æ,104.0,186.0,7.0,44,62.0,0.9,2017/5/17
120.0,«·∂»Œ€»æ,136.0,183.0,10.0,58,60.0,1.2,2017/5/18
92.0,¡º,118.0,94.0,9.0,68,53.0,1.2,2017/5/19
121.0,«·∂»Œ€»æ,139.0,184.0,9.0,75,62.0,1.3,2017/5/20
103.0,«·∂»Œ€»æ,107.0,164.0,8.0,54,45.0,1.1,2017/5/21
50.0,”≈,49.0,95.0,4.0,33,34.0,0.9,2017/5/22
33.0,”≈,22.0,67.0,4.0,13,22.0,0.9,2017/5/23
76.0,¡º,51.0,132.0,6.0,23,27.0,0.7,2017/5/24
92.0,¡º,81.0,151.0,9.0,31,61.0,0.9,2017/5/25
129.0,«·∂»Œ€»æ,99.0,192.0,8.0,45,61.0,0.9,2017/5/26
138.0,«·∂»Œ€»æ,115.0,202.0,10.0,40,69.0,1.0,2017/5/27
120.0,«·∂»Œ€»æ,129.0,182.0,9.0,41,65.0,1.0,2017/5/28
116.0,«·∂»Œ€»æ,120.0,178.0,13.0,45,60.0,1.0,2017/5/29
88.0,¡º,129.0,145.0,9.0,55,62.0,1.0,2017/5/30
76.0,¡º,102.0,127.0,6.0,55,35.0,1.0,2017/5/31
58.0,¡º,65.0,108.0,5.0,30,31.0,0.8,2017/6/1
120.0,«·∂»Œ€»æ,102.0,182.0,5.0,51,50.0,1.3,2017/6/2
122.0,«·∂»Œ€»æ,129.0,185.0,6.0,59,43.0,1.2,2017/6/3
77.0,¡º,103.0,132.0,5.0,42,26.0,1.0,2017/6/4
46.0,”≈,32.0,93.0,4.0,23,25.0,0.9,2017/6/5
75.0,¡º,27.0,131.0,4.0,13,21.0,0.8,2017/6/6
122.0,«·∂»Œ€»æ,55.0,185.0,5.0,26,45.0,0.9,2017/6/7
97.0,¡º,76.0,157.0,7.0,35,42.0,1.2,2017/6/8
53.0,¡º,53.0,39.0,4.0,28,43.0,1.2,2017/6/9
39.0,”≈,38.0,71.0,3.0,24,27.0,1.0,2017/6/10
42.0,”≈,38.0,69.0,3.0,21,34.0,1.0,2017/6/11
62.0,¡º,35.0,44.0,3.0,23,49.0,1.1,2017/6/12
38.0,”≈,31.0,56.0,3.0,18,32.0,0.9,2017/6/13
58.0,¡º,59.0,93.0,4.0,32,48.0,1.0,2017/6/14
60.0,¡º,59.0,73.0,4.0,40,50.0,0.9,2017/6/15
100.0,¡º,69.0,160.0,5.0,36,45.0,0.9,2017/6/16
104.0,«·∂»Œ€»æ,83.0,165.0,5.0,44,50.0,0.9,2017/6/17
75.0,¡º,66.0,130.0,7.0,35,35.0,0.9,2017/6/18
70.0,¡º,75.0,124.0,6.0,38,41.0,1.0,2017/6/19
117.0,«·∂»Œ€»æ,92.0,179.0,6.0,50,45.0,1.0,2017/6/20
80.0,¡º,73.0,137.0,5.0,42,37.0,0.9,2017/6/21
86.0,¡º,63.0,144.0,6.0,24,41.0,0.9,2017/6/22
51.0,¡º,49.0,80.0,3.0,26,36.0,1.0,2017/6/23
60.0,¡º,69.0,82.0,5.0,32,48.0,1.5,2017/6/24
70.0,¡º,73.0,124.0,3.0,37,48.0,1.0,2017/6/25
54.0,¡º,57.0,97.0,3.0,32,38.0,0.9,2017/6/26
97.0,¡º,43.0,157.0,4.0,22,27.0,0.8,2017/6/27
104.0,«·∂»Œ€»æ,54.0,165.0,4.0,26,30.0,0.9,2017/6/28
86.0,¡º,60.0,144.0,5.0,28,35.0,1.0,2017/6/29
32.0,”≈,15.0,50.0,3.0,10,26.0,0.7,2017/6/30
31.0,”≈,17.0,46.0,3.0,8,25.0,0.7,2017/7/1
62.0,¡º,29.0,115.0,3.0,13,24.0,0.7,2017/7/2
91.0,¡º,49.0,150.0,4.0,23,30.0,1.0,2017/7/3
47.0,”≈,42.0,95.0,4.0,18,27.0,0.9,2017/7/4
41.0,”≈,40.0,80.0,4.0,15,27.0,0.8,2017/7/5
43.0,”≈,44.0,85.0,4.0,16,28.0,0.8,2017/7/6
43.0,”≈,44.0,78.0,4.0,14,29.0,0.6,2017/7/7
44.0,”≈,45.0,67.0,4.0,16,29.0,0.7,2017/7/8
32.0,”≈,27.0,36.0,3.0,11,27.0,0.7,2017/7/9
55.0,¡º,31.0,106.0,3.0,13,24.0,0.7,2017/7/10
43.0,”≈,34.0,87.0,4.0,12,26.0,0.7,2017/7/11
41.0,”≈,37.0,82.0,4.0,12,21.0,0.6,2017/7/12
48.0,”≈,47.0,96.0,5.0,19,24.0,0.8,2017/7/13
47.0,”≈,48.0,92.0,5.0,19,27.0,0.7,2017/7/14
62.0,¡º,63.0,115.0,5.0,22,32.0,0.7,2017/7/15
63.0,¡º,59.0,116.0,4.0,21,33.0,0.7,2017/7/16
65.0,¡º,68.0,118.0,5.0,21,35.0,0.7,2017/7/17
52.0,¡º,53.0,102.0,4.0,21,25.0,0.6,2017/7/18
44.0,”≈,35.0,88.0,5.0,12,20.0,0.5,2017/7/19
44.0,”≈,36.0,88.0,4.0,10,19.0,0.5,2017/7/20
49.0,”≈,44.0,98.0,6.0,13,23.0,0.5,2017/7/21
80.0,¡º,66.0,137.0,6.0,22,32.0,0.7,2017/7/22
90.0,¡º,81.0,148.0,6.0,29,40.0,0.7,2017/7/23
67.0,¡º,74.0,121.0,5.0,29,37.0,0.7,2017/7/24
125.0,«·∂»Œ€»æ,102.0,188.0,6.0,34,56.0,0.9,2017/7/25
91.0,¡º,95.0,150.0,5.0,38,41.0,0.8,2017/7/26
113.0,«·∂»Œ€»æ,104.0,175.0,5.0,47,35.0,0.9,2017/7/27
96.0,¡º,119.0,156.0,4.0,59,37.0,1.2,2017/7/28
115.0,«·∂»Œ€»æ,104.0,177.0,4.0,65,23.0,1.6,2017/7/29
76.0,¡º,75.0,132.0,4.0,47,19.0,1.1,2017/7/30
46.0,”≈,44.0,92.0,4.0,23,18.0,1.0,2017/7/31
32.0,”≈,20.0,59.0,3.0,13,25.0,0.9,2017/8/1
39.0,”≈,23.0,78.0,3.0,12,24.0,0.8,2017/8/2
89.0,¡º,50.0,147.0,4.0,24,38.0,1.0,2017/8/3
63.0,¡º,72.0,106.0,4.0,34,52.0,1.1,2017/8/4
81.0,¡º,76.0,138.0,4.0,36,45.0,1.1,2017/8/5
93.0,¡º,59.0,152.0,5.0,26,33.0,0.8,2017/8/6
75.0,¡º,62.0,130.0,6.0,24,34.0,0.7,2017/8/7
40.0,”≈,40.0,69.0,4.0,18,27.0,0.7,2017/8/8
75.0,¡º,39.0,131.0,4.0,20,26.0,0.8,2017/8/9
83.0,¡º,46.0,140.0,5.0,18,26.0,0.7,2017/8/10
61.0,¡º,70.0,106.0,8.0,26,41.0,1.0,2017/8/11
30.0,”≈,18.0,46.0,4.0,10,24.0,0.7,2017/8/12
33.0,”≈,24.0,63.0,4.0,12,28.0,0.8,2017/8/13
50.0,”≈,51.0,94.0,4.0,29,34.0,1.0,2017/8/14
95.0,¡º,68.0,155.0,6.0,40,45.0,1.2,2017/8/15
88.0,¡º,68.0,146.0,5.0,39,46.0,1.1,2017/8/16
42.0,”≈,37.0,85.0,7.0,14,28.0,0.9,2017/8/17
52.0,¡º,56.0,103.0,9.0,21,31.0,0.9,2017/8/18
50.0,”≈,51.0,99.0,7.0,21,26.0,0.7,2017/8/19
60.0,¡º,59.0,112.0,7.0,26,39.0,1.0,2017/8/20
85.0,¡º,65.0,142.0,6.0,33,33.0,1.1,2017/8/21
100.0,¡º,63.0,160.0,8.0,30,35.0,1.0,2017/8/22
85.0,¡º,68.0,143.0,8.0,31,37.0,1.1,2017/8/23
80.0,¡º,60.0,136.0,9.0,24,38.0,1.1,2017/8/24
68.0,¡º,47.0,122.0,5.0,25,37.0,1.2,2017/8/25
64.0,¡º,50.0,117.0,7.0,23,26.0,1.2,2017/8/26
88.0,¡º,65.0,146.0,9.0,32,25.0,1.1,2017/8/27
68.0,¡º,61.0,122.0,10.0,23,30.0,1.0,2017/8/28
81.0,¡º,43.0,138.0,6.0,22,19.0,1.2,2017/8/29
30.0,”≈,28.0,61.0,5.0,9,22.0,0.8,2017/8/30
37.0,”≈,36.0,49.0,5.0,15,26.0,0.7,2017/8/31
45.0,”≈,43.0,39.0,6.0,17,36.0,1.0,2017/9/1
46.0,”≈,40.0,33.0,6.0,22,36.0,1.0,2017/9/2
38.0,”≈,21.0,36.0,5.0,11,31.0,0.9,2017/9/3
43.0,”≈,36.0,69.0,5.0,16,36.0,0.9,2017/9/4
67.0,¡º,57.0,31.0,6.0,26,54.0,1.1,2017/9/5
36.0,”≈,26.0,70.0,5.0,14,30.0,0.9,2017/9/6
107.0,«·∂»Œ€»æ,59.0,168.0,7.0,22,52.0,0.9,2017/9/7
102.0,«·∂»Œ€»æ,93.0,163.0,9.0,40,67.0,1.2,2017/9/8
110.0,«·∂»Œ€»æ,100.0,172.0,11.0,46,45.0,1.3,2017/9/9
54.0,¡º,44.0,66.0,6.0,26,27.0,1.0,2017/9/10
51.0,¡º,39.0,102.0,6.0,18,27.0,0.8,2017/9/11
84.0,¡º,62.0,141.0,9.0,29,46.0,1.1,2017/9/12
110.0,«·∂»Œ€»æ,79.0,172.0,11.0,32,54.0,1.0,2017/9/13
109.0,«·∂»Œ€»æ,79.0,170.0,11.0,34,46.0,1.0,2017/9/14
120.0,«·∂»Œ€»æ,77.0,183.0,12.0,28,53.0,1.1,2017/9/15
127.0,«·∂»Œ€»æ,91.0,190.0,11.0,35,55.0,1.1,2017/9/16
130.0,«·∂»Œ€»æ,94.0,194.0,12.0,36,60.0,0.9,2017/9/17
108.0,«·∂»Œ€»æ,136.0,169.0,15.0,67,67.0,1.3,2017/9/18
72.0,¡º,64.0,68.0,6.0,53,45.0,1.3,2017/9/19
52.0,¡º,41.0,62.0,6.0,25,43.0,1.0,2017/9/20
81.0,¡º,68.0,35.0,9.0,37,65.0,1.2,2017/9/21
93.0,¡º,86.0,85.0,8.0,52,76.0,1.4,2017/9/22
63.0,¡º,46.0,60.0,8.0,32,51.0,1.2,2017/9/23
58.0,¡º,65.0,92.0,9.0,33,42.0,1.4,2017/9/24
64.0,¡º,78.0,108.0,7.0,38,40.0,1.2,2017/9/25
61.0,¡º,58.0,114.0,7.0,32,32.0,1.4,2017/9/26
34.0,”≈,21.0,68.0,5.0,15,23.0,1.1,2017/9/27
46.0,”≈,30.0,92.0,5.0,16,28.0,1.0,2017/9/28
57.0,¡º,37.0,50.0,8.0,21,46.0,1.1,2017/9/29
58.0,¡º,58.0,32.0,10.0,33,48.0,1.3,2017/9/30
60.0,¡º,69.0,113.0,8.0,38,38.0,1.3,2017/10/1
25.0,”≈,18.0,49.0,5.0,9,21.0,1.0,2017/10/2
28.0,”≈,11.0,57.0,5.0,7,21.0,0.8,2017/10/3
23.0,”≈,12.0,43.0,5.0,7,19.0,0.8,2017/10/4
38.0,”≈,14.0,27.0,5.0,9,31.0,1.0,2017/10/5
55.0,¡º,45.0,24.0,9.0,25,45.0,1.3,2017/10/6
57.0,¡º,66.0,68.0,9.0,35,46.0,1.3,2017/10/7
100.0,¡º,106.0,161.0,10.0,56,67.0,1.6,2017/10/8
91.0,¡º,126.0,137.0,10.0,66,72.0,1.7,2017/10/9
49.0,”≈,44.0,40.0,7.0,31,24.0,1.3,2017/10/10
31.0,”≈,16.0,33.0,6.0,7,25.0,1.0,2017/10/11
33.0,”≈,9.0,38.0,5.0,6,27.0,0.9,2017/10/12
37.0,”≈,26.0,51.0,7.0,14,30.0,0.8,2017/10/13
41.0,”≈,37.0,50.0,7.0,21,32.0,0.8,2017/10/14
34.0,”≈,27.0,69.0,7.0,13,24.0,0.7,2017/10/15
31.0,”≈,20.0,55.0,6.0,14,25.0,0.7,2017/10/16
36.0,”≈,28.0,61.0,6.0,17,29.0,0.7,2017/10/17
40.0,”≈,34.0,35.0,6.0,22,32.0,0.7,2017/10/18
40.0,”≈,34.0,65.0,5.0,20,33.0,0.6,2017/10/19
71.0,¡º,77.0,82.0,10.0,45,58.0,1.1,2017/10/20
66.0,¡º,66.0,110.0,9.0,35,53.0,0.9,2017/10/21
91.0,¡º,105.0,99.0,10.0,63,68.0,1.1,2017/10/22
133.0,«·∂»Œ€»æ,132.0,96.0,9.0,102,51.0,1.3,2017/10/23
88.0,¡º,111.0,99.0,14.0,65,65.0,1.2,2017/10/24
85.0,¡º,92.0,80.0,15.0,39,69.0,1.0,2017/10/25
88.0,¡º,105.0,122.0,10.0,50,74.0,1.0,2017/10/26
110.0,«·∂»Œ€»æ,154.0,114.0,14.0,73,103.0,1.4,2017/10/27
100.0,¡º,115.0,122.0,15.0,60,80.0,1.3,2017/10/28
77.0,¡º,104.0,75.0,10.0,48,42.0,0.9,2017/10/29
66.0,¡º,71.0,71.0,10.0,21,55.0,0.7,2017/10/30
95.0,¡º,115.0,89.0,18.0,50,78.0,1.1,2017/10/31
110.0,«·∂»Œ€»æ,146.0,88.0,17.0,76,102.0,1.4,2017/11/1
116.0,«·∂»Œ€»æ,158.0,126.0,14.0,89,109.0,1.4,2017/11/2
168.0,÷–∂»Œ€»æ,176.0,129.0,15.0,131,77.0,1.5,2017/11/3
